Y,X1,X2,X3,X4,X5,X6,X7
-0.076559998,971,0.0933806,175.6009979,65.34980011,13.07970047,0,178
-0.0474925,969,0.083522201,149.0359955,65.33699799,13.07929993,17.3192997,177
-0.061407499,968,0.073037997,168.6900024,65.00939941,13.13860035,18.65159988,177
-0.052855,969,0.099754602,201.0379944,64.7338028,13.12469959,14.65480042,176
-0.040424999,969,0.115483001,172.875,64.31749725,13.13819981,11.99030018,501
-0.0352275,969,0.109557003,168.6900024,63.36130142,12.98989964,58.61930084,501
-0.01463,969,0.104280002,195.9450073,63.35020065,12.63650036,277.1099854,501
-0.01507,969,0.141800001,225,64.84950256,12.66619968,868.632019,501
-0.01034,972,0.111873001,219.8059998,63.87649918,12.80130005,548.8900146,600
-0.0170775,972,0.0417611,210.9640045,63.64899826,12.82960033,121.2350006,503
-0.0247225,972,0.064058602,63.43489838,63.79019928,12.81060028,829.9959717,503
-0.0103125,969,0.113241002,55.30479813,63.10630035,12.88809967,448.9710083,502
-0.04081,970,0.099754602,68.96250153,62.56869888,12.77700043,426.321991,504
-0.008745,966,0.115483001,97.125,62.29759979,12.79510021,30.64189911,503
-0.0134475,967,0.032029301,116.5650024,62.91070175,13.04440022,30.64189911,503
-0.0096525,966,0.114591002,90,67.22920227,13.03310013,30.64189911,503
-0.055687498,972,0.052358098,136.8480072,66.25430298,12.92399979,2.664880037,77
-0.060087498,972,0.0143239,180,65.18049622,13.01309967,0,77
-0.075762503,971,0.064058602,116.5650024,65.43569946,13.02589989,0,36
-0.075707503,970,0.032029301,153.4349976,64.84619904,13.06099987,0,36
-0.063634999,971,0.0286479,270,64.74770355,13.01920033,1.332440019,77
-0.062562503,972,0.071619697,233.1300049,65.52780151,12.88599968,3.997309923,77
-0.0054725,974,0.107667997,176.1860046,65.10109711,12.96090031,25.31629944,502
-0.007755,972,0.091717899,141.3399963,65.16860199,12.9307003,22.6515007,178
-0.055302501,971,0.0506428,171.8699951,65.22899628,12.98180008,22.6515007,500
-0.005115,971,0.121964,183.3659973,65.21949768,13.06639957,35.97579956,307
-0.0114675,971,0.160145998,169.6950073,64.91500092,12.88599968,198.5330048,502
-0.0056375,970,0.135888994,198.4349976,65.04840088,12.83839989,41.30559921,177
-0.0110825,974,0.136265993,183.0130005,64.63950348,12.89120007,386.4070129,501
-0.006875,969,0.154605001,166.6069946,64.1384964,12.84000015,339.7720032,502
-0.0089925,972,0.146075994,191.3099976,63.16410065,12.84010029,191.8710022,503
-0.006875,971,0.154936999,213.6900024,64.31410217,12.79759979,668.8839722,505
-0.0065725,976,0.073037997,191.3099976,64.16729736,12.79590034,786.1389771,524
-0.01375,972,0.032029301,153.4349976,63.93370056,12.77260017,1187.199951,522
-0.012045,975,0.086538397,114.4440002,63.54399872,12.82670021,583.6079712,524
-0.0044825,969,0.123635001,100.0080032,63.15209961,12.93589973,519.651001,217
-0.0050875,970,0.0506428,98.13009644,62.67639923,13.12110043,31.97850037,214
-0.0032725,968,0.101285003,98.13009644,62.25479889,13.16020012,51.96509933,504
-0.0131175,966,0.057295799,90,62.83480072,13.24069977,50.63270187,503
-0.01078,965,0.087129101,99.46230316,66.98290253,13.3156004,23.98390007,503
-0.067594998,971,0.073737003,150.9450073,66.25430298,12.92399979,1.332620025,36
-0.079144999,974,0.079106502,185.1940002,66.01959991,12.97259998,0,36
-0.085579999,972,0.104280002,164.0549927,65.83029938,12.94960022,0,36
-0.081730001,973,0.123635001,169.9920044,65.21199799,12.88659954,0,36
-0.07051,970,0.107667997,176.1860046,65.09500122,12.92689991,0,77
-0.035475001,972,0.123218998,234.4620056,64.99539948,12.90719986,0,77
-0.0098175,975,0.0452963,161.5650024,64.7621994,12.78530025,157.2489929,502
-0.0062425,972,0.096087903,116.5650024,65.44550323,12.66810036,254.5299988,501
-0.005005,971,0.059059098,194.0359955,65.36340332,12.7585001,27.98500061,502
-0.00792,974,0.111414,225,65.1332016,12.93159962,78.62449646,502
